tns_name,previous_name,repeater_name,snr_fitb,dm_fitb,dm_fitb_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes
FRB20190612B,-9999,-9999,25.6,187.6,0.004,2.4,0.5,-9999,3.8,0.7,-9999
FRB20190612C,-9999,-9999,36.2,1641.57,0.004,4,1,-9999,12,3,-9999
FRB20190613A,-9999,-9999,14.1,714.98,0.04,1.1,0.6,-9999,8,3,-9999
FRB20190613B,-9999,-9999,44.5,285.138,0.001,1.1,0.2,-9999,1.3,0.3,-9999
FRB20190614A,-9999,-9999,14.7,1064.04,0.03,0.8,0.5,-9999,2.2,0.9,-9999
FRB20190614B,-9999,-9999,54.8,581.915,0.001,5,2,-9999,8,3,-9999
FRB20190614C,-9999,-9999,9.7,589.16,0.05,0.5,0.3,-9999,2.9,0.9,-9999
FRB20190616A,-9999,-9999,13.4,212.587,0.007,0.7,0.3,-9999,1.7,0.6,-9999
FRB20190617A,-9999,-9999,156.4,195.769,0.002,6,3,-9999,21,9,-9999
FRB20190617B,-9999,-9999,16.3,273.5,0.1,1,0.8,-9999,9,5,-9999
FRB20190617C,-9999,-9999,14.1,640.16,0.02,0.5,0.3,-9999,4,1,-9999
FRB20190618A,-9999,-9999,52.5,228.947,0.003,2,1,-9999,4,2,-9999
FRB20190619A,-9999,-9999,15.9,899.912,0.006,1.6,0.6,-9999,3.3,0.9,-9999
FRB20190619B,-9999,-9999,19,270.587,0.005,2,0.9,-9999,5,2,-9999
FRB20190619C,-9999,-9999,11.5,488.271,0.003,0.7,0.3,-9999,1.2,0.4,-9999
FRB20190619D,-9999,-9999,18.4,378.47,0.03,0.5,0.2,-9999,7,2,-9999
FRB20190621A,180908.J1232+74,FRB20180908B,11.1,197.3,0.4,0.2,0.1,-9999,0.9,0.3,-9999
FRB20190621B,-9999,-9999,9.9,1061.23,0.03,0.3,0.2,-9999,1.2,0.4,-9999
FRB20190621C,-9999,-9999,17.5,570.267,0.004,2,0.6,-9999,2.4,0.5,-9999
FRB20190621D,-9999,-9999,20,647.51,0.02,0.9,0.5,-9999,4,2,-9999
FRB20190622A,-9999,-9999,13.7,1122.82,0.02,0.6,0.4,-9999,1.3,0.6,-9999
FRB20190623A,-9999,-9999,11.1,1082.2,0.03,0.4,0.1,-9999,0.9,0.2,-9999
FRB20190623B,-9999,-9999,37.2,1556.765,0.006,1.6,0.5,-9999,2.8,0.9,-9999
FRB20190623C,-9999,-9999,15,1049.826,0.004,2,1,-9999,6,2,-9999
FRB20190624A,-9999,-9999,19.2,973.85,0.03,0.6,0.3,-9999,3,1,-9999
FRB20190624B,-9999,-9999,80.4,213.922,0.002,17,4,-9999,20,5,-9999
FRB20190625A,-9999,-9999,38.7,302.1,0.1,0.3,0.2,-9999,12,3,-9999
FRB20190625E,-9999,FRB20180814A,27.8,188.53,0.06,0.8,0.3,-9999,4,1,-9999
FRB20190625E,-9999,FRB20180814A,27.8,188.53,0.06,0.8,0.3,-9999,4,1,-9999
FRB20190625E,-9999,FRB20180814A,27.8,188.53,0.06,0.8,0.3,-9999,4,1,-9999
FRB20190625C,-9999,-9999,21.1,442.239,0.004,2.2,0.6,-9999,4,0.8,-9999
FRB20190625D,-9999,-9999,66.9,717.883,0.003,5,1,-9999,12,2,-9999
FRB20190627A,-9999,-9999,14.7,404.221,0.008,2,0.7,-9999,2.6,0.7,-9999
FRB20190627B,-9999,-9999,68.4,430.322,0.002,4.1,0.6,-9999,10,1,-9999
FRB20190627C,-9999,-9999,57,968.613,0.003,4,2,-9999,11,4,-9999
FRB20190627D,-9999,-9999,15,2002.24,0.01,0.24,0.08,-9999,1.5,0.3,-9999
FRB20190628A,-9999,-9999,14.4,745.84,0.01,0.8,0.3,-9999,1.3,0.3,-9999
FRB20190628B,-9999,-9999,16.3,408.01,0.02,0.8,0.3,-9999,1.4,0.3,-9999
FRB20190628C,-9999,-9999,13.7,1748.4,0.2,0.4,0.2,-9999,2.4,0.6,-9999
FRB20190629A,-9999,-9999,13.2,503.78,0.04,0.8,0.3,-9999,3,0.8,-9999
FRB20190630B,-9999,-9999,93.3,652.14,0.02,0.9,0.1,-9999,15,2,-9999
FRB20190630A,-9999,FRB20190117A,31.2,392.44,0.03,0.4,0.1,-9999,4.8,0.9,-9999
FRB20190630C,-9999,-9999,14.2,1660.35,0.02,0.7,0.3,-9999,2.3,0.8,-9999
FRB20190630D,-9999,-9999,19.7,323.517,0.004,1.7,0.5,-9999,2.6,0.8,-9999
FRB20190701A,-9999,-9999,14.6,637.093,0.004,1.3,0.2,-9999,1.7,0.3,-9999
FRB20190701B,-9999,-9999,17.5,749.11,0.01,1.1,0.5,-9999,1.9,0.7,-9999
FRB20190701C,-9999,-9999,16.8,974.19,0.03,0.9,0.5,-9999,2,2,-9999
FRB20190701D,-9999,-9999,44.8,933.36,0.01,1.3,0.7,-9999,9,4,-9999
FRB20190701E,-9999,-9999,16.7,890.477,0.008,0.7,0.3,-9999,2,0.5,-9999
