tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20181014A,-9999,-9999,46.0,0.2,-9999,63.3,0.2,-9999,137.18,4.19,30.0,10.0,-9999,-9999,-9999,-9999,18.2,1311.8,0,1.5,0,2.9,20.6,1314.89,0.008,1128.2,1014.9,0.0059,<0.0023,-9999,1.0,0.6,-9999,3.0,1.0,-9999,0,58405.402640779,5e-09,58405.40224649,6e-09,0.0021,0.0001,4.0,3.0,1.0,3.0,800.2,456.0,800.2,258344.244,256698,0.44,0
FRB20181014B,-9999,-9999,78.6,0.1,-9999,14.7,0.2,-9999,188.17,-13.82,14.0,6.0,-9999,-9999,-9999,-9999,20.9,888.0,0,1.2,0,2.3,26.2,887.972,0.007,785.4,737.4,0.00393,0.0011,0.0002,0.6,0.3,-9999,1.9,0.6,-9999,0,58405.489948519,4e-09,58405.489682247,5e-09,0.0007,0.0001,4.0,1.0,-9.0,2.0,800.2,400.2,487.5,304365.112,302169,0.515,0
FRB20181014C,-9999,-9999,117.9,0.2,-9999,41.6,0.2,-9999,178.11,28.36,15.0,9.0,-9999,-9999,-9999,-9999,10.1,752.1,0,2.4,0,4.3,11.1,752.167,0.009,692.3,689.1,0.00393,<0.0010,-9999,0.6,0.3,-9999,1.5,0.5,-9999,0,58405.59651295,1e-08,58405.5962874,1e-08,0.0008,0.0001,18.0,5.0,-31.0,8.0,707.7,408.6,537.7,340330.863,355674,0.429,0
FRB20181014D,-9999,-9999,216.0,0.2,-9999,-2.9,0.3,-9999,343.2,52.54,11.0,7.0,-9999,-9999,-9999,-9999,13.6,376.9,0,19.6,0,39.6,13.9,377.13,0.01,347.1,350.6,0.00197,<0.0021,-9999,8.0,5.0,-9999,20.0,10.0,-9999,0,58405.868384731,8e-09,58405.868271643,9e-09,0.0017,0.0002,0.0,2.0,0.0,3.0,800.2,400.2,624.3,292258.322,291226,0.532,0
FRB20181015A,-9999,-9999,175.8,0.2,-9999,83.6,0.3,-9999,125.18,33.25,110.0,50.0,-9999,100.0,50.0,-9999,11.1,567.7,8.4,3.8,17.2,8.0,13.3,568.823,0.006,522.3,528.4,0.00197,<0.00090,-9999,1.5,0.9,-9999,3.0,2.0,-9999,0,58406.7530872,1e-08,58406.75291663,1e-08,0.00074,8e-05,0.0,2.0,-1.0,2.0,800.2,400.2,403.2,314700.447,314938,0.494,0
FRB20181017B,-9999,-9999,237.8,0.2,-9999,78.5,0.3,-9999,113.05,34.93,60.0,30.0,-9999,60.0,30.0,-9999,12.6,304.1,32.8,8.5,63.1,16.7,18.6,307.37,0.03,263.7,269.9,0.01278,0.004,0.001,1.1,0.7,-9999,7.0,4.0,-9999,0,58408.92979533,1e-08,58408.92970316,2e-08,0.0023,0.0004,60.0,10.0,-80.0,10.0,704.8,499.3,593.2,622489.733,725945,0.417,0
FRB20181017A,181017.J1705+68,FRB20181017A,256.3,0.2,-9999,68.3,0.2,-9999,99.15,34.8,30.0,20.0,-9999,-9999,-9999,-9999,12.9,1268.1,0,19.2,0,35.5,22.4,1281.88,0.05,1239.0,1244.9,0.03736,0.028,0.004,0.7,0.4,-9999,16.0,6.0,-9999,0,58408.97652582,2e-08,58408.97614143,2e-08,0.0028,0.0009,30.0,3.0,-50.0,5.0,663.5,432.9,535.9,2319696.153,2311913,0.429,0
FRB20181018B,-9999,-9999,336.8,0.2,-9999,71.9,0.2,-9999,112.16,12.12,40.0,20.0,-9999,30.0,20.0,-9999,35.6,292.8,58.1,6.4,129.7,14.2,51.3,293.867,0.0009,180.7,139.6,0.00098,<0.00050,-9999,5.0,4.0,-9999,8.0,5.0,-9999,0,58409.194113138,3e-09,58409.194025018,3e-09,0.00048,1e-05,7.3,0.6,-10.4,0.8,800.2,400.2,567.4,190120.496,183306,0.411,0
FRB20181018A,-9999,-9999,17.0,0.2,-9999,51.6,0.2,-9999,125.57,-11.24,20.0,10.0,-9999,-9999,-9999,-9999,10.8,1132.2,0,8.8,0,17.8,12.9,1129.45,0.09,1008.5,999.7,0.03146,<0.011,-9999,0.5,0.4,-9999,6.0,3.0,-9999,0,58409.30607695,3e-08,58409.30573827,4e-08,0.009,0.001,1.0,2.0,0.0,2.0,800.2,400.2,800.2,948425.137,945434,0.393,0
FRB20181018C,-9999,-9999,67.2,0.2,-9999,37.6,0.2,-9999,163.43,-7.68,18.0,6.0,-9999,-9999,-9999,-9999,29.4,409.2,0,1.1,0,1.9,41.7,411.193,0.002,265.0,220.7,0.00098,<0.00051,-9999,2.0,1.0,-9999,3.0,1.0,-9999,0,58409.44643911,4e-09,58409.446315808,4e-09,0.00048,2e-05,-0.6,0.6,-8.0,1.0,668.2,400.2,400.2,195306.024,193642,0.378,0
FRB20181019A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16.2,346.1,0,6.9,0,27.5,27.8,348.78,0.07,149.8,23.9,0.00885,<0.0036,-9999,0.8,0.4,-9999,10.0,3.0,-9999,0,58410.34262424,1e-08,58410.34251966,3e-08,0.0031,0.0004,56.0,6.0,-52.0,6.0,800.2,555.3,685.7,1235524.394,1234229,0.434,0
FRB20181019A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,16.2,346.1,0,6.9,0,27.5,27.8,348.78,0.07,149.8,23.9,0.00885,<0.0036,-9999,0.8,0.4,-9999,10.0,3.0,-9999,1,58410.34262498,2e-08,58410.3425204,3e-08,0.0025,0.0006,30.0,10.0,-40.0,10.0,800.2,491.9,630.1,1235524.394,1234229,0.434,0
FRB20181019B,-9999,-9999,37.9,0.2,-9999,68.2,0.2,-9999,132.04,7.1,30.0,20.0,-9999,-9999,-9999,-9999,11.3,723.0,0,3.0,0,5.8,10.9,725.18,0.01,565.4,473.2,0.00295,<0.0016,-9999,0.7,0.5,-9999,3.0,1.0,-9999,0,58410.36427371,2e-08,58410.36405625,2e-08,0.0013,0.0002,2.0,2.0,-6.0,3.0,800.2,400.2,460.1,362033.657,360538,0.421,0
FRB20181019C,-9999,-9999,244.7,0.2,-9999,66.3,0.2,-9999,98.65,39.7,30.0,20.0,-9999,-9999,-9999,-9999,11.5,503.0,0,1.5,0,3.1,16.2,501.636,0.004,462.4,469.1,0.00197,<0.00085,-9999,1.2,0.8,-9999,2.0,1.0,-9999,0,58410.93030664,1e-08,58410.93015622,1e-08,0.00072,6e-05,-4.0,2.0,9.0,2.0,800.2,400.2,800.2,351454.668,348378,0.44,0
FRB20181020A,-9999,-9999,322.6,0.2,-9999,78.8,0.3,-9999,113.83,19.7,60.0,30.0,-9999,60.0,30.0,-9999,11.6,1111.2,15.9,4.3,32.6,9.0,12.2,1112.47,0.03,1040.3,1033.3,0.01278,0.0015,0.0004,0.8,0.6,-9999,5.0,3.0,-9999,0,58411.14839666,2e-08,58411.14806307,2e-08,0.002,0.0004,0.0,2.0,-5.0,3.0,776.6,400.2,400.2,521954.115,522569,0.44,0
FRB20181022C,-9999,-9999,141.6,0.2,-9999,83.8,0.3,-9999,128.56,30.89,100.0,60.0,-9999,110.0,50.0,-9999,15,528.9,2.0,0.9,4.1,2.0,14.2,528.47,0.02,478.6,483.8,0.00393,0.0007,0.0002,0.9,0.9,-9999,3.0,2.0,-9999,0,58413.14445573,2e-08,58413.14429726,2e-08,0.0008,0.0002,3.0,2.0,-14.0,4.0,664.2,400.2,443.9,337840.384,338041,0.457,0
FRB20181022D,-9999,-9999,179.2,0.2,-9999,36.5,0.2,-9999,170.49,75.08,17.0,6.0,-9999,-9999,-9999,-9999,35.6,512.7,0,4.4,0,9.1,52.1,514.3343,0.0009,494.2,496.7,0.00197,<0.00063,-9999,3.0,1.0,-9999,6.0,3.0,-9999,0,58413.745648786,4e-09,58413.745494556,4e-09,0.00059,2e-05,18.0,2.0,-14.0,2.0,800.2,505.7,754.7,398191.143,393370,0.368,0
FRB20181022E,-9999,-9999,221.2,0.2,-9999,27.1,0.2,-9999,39.5,64.85,13.0,8.0,-9999,-9999,-9999,-9999,15.5,286.3,0,1.8,0,3.3,18.8,285.99,0.01,264.2,263.9,0.00295,0.00063,9e-05,0.7,0.3,-9999,2.1,0.8,-9999,0,58413.85934789,1e-08,58413.85926213,1e-08,0.0004,0.0002,9.0,3.0,-42.0,9.0,560.3,400.2,443.7,401097.555,400057,0.357,0
FRB20181025A,-9999,-9999,105.8,0.2,-9999,64.3,0.2,-9999,151.66,25.49,30.0,20.0,-9999,-9999,-9999,-9999,18.8,590.4,0,1.3,0,2.4,20.8,592.564,0.004,530.9,529.5,0.00197,0.00026,4e-05,1.5,0.6,-9999,3.0,1.0,-9999,0,58416.53571729,1e-08,58416.5355396,1e-08,0.00036,8e-05,-3.0,1.0,0.0,2.0,800.2,400.2,400.2,374899.121,373913,0.399,0
FRB20181027A,-9999,-9999,131.9,0.2,-9999,-4.2,0.3,-9999,231.12,23.4,12.0,7.0,-9999,-9999,-9999,-9999,15.9,726.3,0,7.3,0,15.2,22.3,727.744,0.006,663.7,670.0,0.0059,0.0047,0.0007,5.0,4.0,-9999,20.0,10.0,-9999,0,58418.59861699,1e-08,58418.59839876,1e-08,0.0007,0.0001,0.0,7.0,6.0,6.0,800.2,530.0,800.2,406922.127,405833,0.565,0
FRB20181028A,-9999,FRB20180814A,65.5,0.2,-9999,73.6,0.3,-9999,136.46,16.58,40.0,20.0,-9999,44.0,8.0,-9999,11.7,181.2,42.5,6.7,182.0,31.0,98.4,189.106,0.006,101.3,80.7,0.03342,<0.0019,-9999,1.3,0.6,-9999,23.0,7.0,-9999,0,58419.42539902,1e-08,58419.42534232,1e-08,0.0061,0.0002,80.0,6.0,-210.0,20.0,536.2,435.3,483.2,1047850.43,1039654,0.443,0
FRB20181028A,-9999,FRB20180814A,65.5,0.2,-9999,73.6,0.3,-9999,136.46,16.58,40.0,20.0,-9999,44.0,8.0,-9999,11.7,181.2,42.5,6.7,182.0,31.0,98.4,189.106,0.006,101.3,80.7,0.03342,<0.0019,-9999,1.3,0.6,-9999,23.0,7.0,-9999,1,58419.42539907,1e-08,58419.42534236,1e-08,0.00175,8e-05,81.0,8.0,-220.0,20.0,533.1,434.5,481.3,1047850.43,1039654,0.443,0
FRB20181028A,-9999,FRB20180814A,65.5,0.2,-9999,73.6,0.3,-9999,136.46,16.58,40.0,20.0,-9999,44.0,8.0,-9999,11.7,181.2,42.5,6.7,182.0,31.0,98.4,189.106,0.006,101.3,80.7,0.03342,<0.0019,-9999,1.3,0.6,-9999,23.0,7.0,-9999,2,58419.425399259,7e-09,58419.425342553,7e-09,0.00218,7e-05,82.0,5.0,-260.0,10.0,515.9,426.9,469.3,1047850.43,1039654,0.443,0
FRB20181028A,-9999,FRB20180814A,65.5,0.2,-9999,73.6,0.3,-9999,136.46,16.58,40.0,20.0,-9999,44.0,8.0,-9999,11.7,181.2,42.5,6.7,182.0,31.0,98.4,189.106,0.006,101.3,80.7,0.03342,<0.0019,-9999,1.3,0.6,-9999,23.0,7.0,-9999,3,58419.42539942,1e-08,58419.42534271,1e-08,0.0027,0.0002,66.0,7.0,-280.0,30.0,493.8,411.7,450.9,1047850.43,1039654,0.443,0
FRB20181028A,-9999,FRB20180814A,65.5,0.2,-9999,73.6,0.3,-9999,136.46,16.58,40.0,20.0,-9999,44.0,8.0,-9999,11.7,181.2,42.5,6.7,182.0,31.0,98.4,189.106,0.006,101.3,80.7,0.03342,<0.0019,-9999,1.3,0.6,-9999,23.0,7.0,-9999,4,58419.42539954,2e-08,58419.42534284,2e-08,0.0021,0.0002,60.0,10.0,-390.0,90.0,465.5,400.2,431.0,1047850.43,1039654,0.443,0
FRB20181030C,-9999,-9999,309.8,0.2,-9999,4.0,0.3,-9999,49.72,-21.77,11.0,6.0,-9999,-9999,-9999,-9999,11.7,668.0,0,7.7,0,15.8,17,668.76,0.006,595.7,610.0,0.00098,0.0007,0.0001,2.0,1.0,-9999,6.0,4.0,-9999,0,58421.08719899,2e-08,58421.08699846,2e-08,<0.00061,-9999,10.0,3.0,-22.0,4.0,691.2,400.2,500.9,331710.287,330745,0.469,0
FRB20181030A,181030.J1054+73,FRB20181030A,158.4,0.2,-9999,73.8,0.3,-9999,134.84,39.98,40.0,20.0,-9999,40.0,10.0,-9999,11.5,101.9,2.4,0.3,4.3,0.7,10.8,103.396,0.006,62.3,70.3,0.00197,<0.00088,-9999,4.0,4.0,-9999,8.0,6.0,-9999,0,58421.17584521,3e-08,58421.17581421,3e-08,0.0007,9e-05,3.0,3.0,-3.0,4.0,800.2,400.2,703.7,316487.867,314938,0.494,0
FRB20181030B,-9999,FRB20181030A,158.4,0.2,-9999,73.8,0.3,-9999,134.84,39.98,40.0,20.0,-9999,40.0,10.0,-9999,10.2,101.9,5.1,0.8,9.1,1.5,32.9,103.643,0.005,62.5,70.5,0.00295,<0.0014,-9999,2.0,2.0,-9999,7.0,4.0,-9999,0,58421.17802826,1e-08,58421.17799719,1e-08,0.00126,5e-05,23.0,2.0,-43.0,4.0,656.8,414.0,521.4,320534.22,317978,0.489,0
FRB20181030D,-9999,-9999,81.8,0.2,-9999,16.1,0.2,-9999,188.68,-10.44,14.0,6.0,-9999,-9999,-9999,-9999,21.5,289.5,0,4.2,0,7.3,29.2,289.442,0.003,165.9,103.1,0.00295,0.0009,0.0001,2.7,0.9,-9999,6.0,2.0,-9999,0,58421.45284254,1e-08,58421.45275574,1e-08,0.00036,6e-05,1.5,0.9,-3.0,1.0,800.2,400.2,514.8,342675.375,342297,0.45,0
FRB20181030E,-9999,-9999,135.67,0.01,-9999,8.9,0.2,-9999,220.25,33.16,14.0,5.0,-9999,-9999,-9999,-9999,24.3,158.5,0,5.5,0,11.3,37.7,159.69,0.004,109.8,113.7,0.0059,0.00097,7e-05,2.0,2.0,-9999,6.0,4.0,-9999,0,58421.601,0.008,58421.601,0.008,<0.00040,-9999,22.0,2.0,-69.0,5.0,564.8,400.2,470.5,334358.342,332569,0.466,0
FRB20181101A,-9999,-9999,21.26,0.01,-9999,53.9,0.2,-9999,127.93,-8.67,20.0,10.0,-9999,-9999,-9999,-9999,14.1,1468.7,0,8.4,0,15.5,41.2,1472.68,0.06,1327.8,1311.1,0.03047,0.01,0.001,0.5,0.3,-9999,11.0,5.0,-9999,0,58423.28045868,2e-08,58423.28001707,3e-08,0.006,0.0006,16.0,1.0,-38.0,2.0,636.8,400.2,497.4,1295380.654,1288953,0.482,0
FRB20181102A,-9999,-9999,87.2,0.2,-9999,15.6,0.3,-9999,191.81,-6.21,12.0,7.0,-9999,-9999,-9999,-9999,11.9,415.7,0,2.6,0,4.6,11.9,414.465,0.009,258.8,168.0,0.00098,<0.00093,-9999,1.5,0.5,-9999,2.5,0.9,-9999,0,58424.460830164,2e-09,58424.460705881,4e-09,0.0007,0.0001,0.0,2.0,0.0,2.0,800.2,400.2,800.2,384360.376,384250,0.383,0
FRB20181104A,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,17.9,347.8,0,6.9,0,27.5,53.9,349.439,0.009,150.5,24.6,0.00295,0.0007,0.0001,1.5,0.4,-9999,5.0,1.0,-9999,0,58426.289798323,2e-09,58426.289693538,3e-09,0.0009,7e-05,64.0,4.0,-111.0,6.0,616.5,462.5,534.0,362179.757,361145,0.42,0
FRB20181104B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,10.6,342.9,0,6.9,0,27.5,18.6,350.1,0.2,151.2,25.3,0.02163,<0.0078,-9999,0.3,0.3,-9999,4.0,1.0,-9999,0,58426.29654762,1e-08,58426.29644262,7e-08,0.0066,0.0006,8.0,3.0,-60.0,10.0,528.3,400.2,431.3,745652.385,744186,0.402,0
FRB20181104C,-9999,-9999,77.1,0.1,-9999,17.4,0.2,-9999,184.96,-13.47,17,3.0,-9999,-9999,-9999,-9999,62.2,580.7,0,5.8,0,10.1,101.3,580.8176,0.0005,475.5,429.7,0.00098,<0.00048,-9999,10.0,3.0,-9999,21.0,6.0,-9999,0,58426.4271562973,5e-10,58426.4269821307,5e-10,0.000461,7e-06,5.8,0.3,-9.3,0.4,800.2,400.2,547.6,354822.311,348373,0.44,0
FRB20181104C,-9999,-9999,77.1,0.1,-9999,17.4,0.2,-9999,184.96,-13.47,17,3.0,-9999,-9999,-9999,-9999,62.2,580.7,0,5.8,0,10.1,101.3,580.8176,0.0005,475.5,429.7,0.00098,<0.00048,-9999,10.0,3.0,-9999,21.0,6.0,-9999,1,58426.42715634,2e-09,58426.426982174,2e-09,0.0015,0.0001,7.0,2.0,-11.0,2.0,800.2,400.2,561.0,354822.311,348373,0.44,0
FRB20181115A,-9999,-9999,142.98,0.04,-9999,56.4,0.2,-9999,159.11,44.2,20.0,10.0,-9999,-9999,-9999,-9999,18.8,981.8,0,1.7,0,2.8,25.2,981.61,0.02,941.6,951.8,0.00492,<0.0021,-9999,0.4,0.2,-9999,1.9,0.5,-9999,0,58437.57983849,3e-09,58437.579544139,5e-09,0.0018,0.0001,20.0,2.0,-62.0,7.0,568.4,400.2,468.8,329974.605,328314,0.473,0
FRB20181116A,-9999,-9999,36.05,0.04,-9999,4.5,0.2,-9999,161.75,-51.22,13.0,6.0,-9999,-9999,-9999,-9999,25.3,354.2,0,2.9,0,4.9,35.9,355.433,0.002,318.3,326.4,0.00197,<0.00047,-9999,4.0,1.0,-9999,5.2,0.9,-9999,0,58438.281221834,2e-09,58438.281115252,2e-09,0.00044,2e-05,2.4,0.7,-11.0,1.0,704.7,400.2,445.8,136752.629,134058,0.569,0
FRB20181116B,-9999,-9999,232.7,0.2,-9999,64.94,0.06,-9999,100.53,44.64,20.0,20.0,-9999,-9999,-9999,-9999,16,409.2,0,1.2,0,2.0,25.8,409.88,0.02,373.5,380.6,0.00393,0.00017,2e-05,0.7,0.2,-9999,1.9,0.4,-9999,0,58438.823545129,3e-09,58438.823422222,6e-09,0.00064,8e-05,-9.0,2.0,-5.0,8.0,505.5,400.2,400.2,304225.793,303385,0.513,0
FRB20181117C,-9999,-9999,53.2,0.2,-9999,25.7,0.2,-9999,162.76,-24.4,15.0,7.0,-9999,-9999,-9999,-9999,28.3,1776.0,0,1.0,0,1.4,36,1773.739,0.001,1707.6,1705.2,0.00393,0.0024,0.0002,1.6,0.5,-9999,3.0,1.0,-9999,0,58439.325545057,2e-09,58439.325013175,2e-09,<0.00010,-9999,49.0,5.0,-46.0,5.0,800.2,541.2,676.5,227516.73,225785,0.508,0
FRB20181117A,-9999,-9999,147.7,0.2,-9999,52.5,0.2,-9999,163.13,48.07,20.0,10.0,-9999,-9999,-9999,-9999,12.2,960.8,0,3.8,0,7.6,13.5,959.28,0.02,921.2,932.6,0.0059,<0.0028,-9999,0.6,0.5,-9999,3.0,2.0,-9999,0,58439.584451364,6e-09,58439.584163709,8e-09,0.0023,0.0002,1.0,2.0,-1.0,2.0,800.2,400.2,800.2,338484.086,338042,0.457,0
FRB20181117B,-9999,-9999,81.1,0.2,-9999,80.0,0.1,-9999,133.04,23.06,70.0,40.0,-9999,60.0,40,-9999,17.1,540.2,4.4,1.3,8.0,2.6,18.9,538.2,0.008,473.2,470.1,0.00786,<0.0013,-9999,4.0,3.0,-9999,11.0,7.0,-9999,0,58439.896354018,4e-09,58439.89619263,5e-09,0.001,0.0001,5.0,3.0,-9.0,5.0,800.2,400.2,536.4,294874.296,294261,0.527,0
FRB20181117B,-9999,-9999,81.1,0.2,-9999,80.0,0.1,-9999,133.04,23.06,70.0,40.0,-9999,60.0,40,-9999,17.1,540.2,4.4,1.3,8.0,2.6,18.9,538.2,0.008,473.2,470.1,0.00786,<0.0013,-9999,4.0,3.0,-9999,11.0,7.0,-9999,1,58439.896354073,3e-09,58439.896192686,4e-09,0.0013,0.0002,11.0,4.0,-31.0,9.0,630.4,400.2,480.4,294874.296,294261,0.527,0
FRB20181118A,-9999,-9999,20.7,0.2,-9999,-6.4,0.4,-9999,144.0,-68.0,11.0,8.0,-9999,-9999,-9999,-9999,10.8,558.0,0,13.1,0,26.1,13.9,557.407,0.008,525.9,536.0,0.00393,<0.0015,-9999,4.0,2.0,-9999,10.0,5.0,-9999,0,58440.233787267,6e-09,58440.233620121,7e-09,0.0013,0.0001,2.0,2.0,-2.0,2.0,800.2,400.2,630.1,329428.304,328314,0.473,0
FRB20181118B,-9999,-9999,58.3,0.2,-9999,10.8,0.3,-9999,178.42,-31.89,12.0,7.0,-9999,-9999,-9999,-9999,18.1,422.2,0,2.7,0,5.3,19.5,422.277,0.009,369.2,364.5,0.00393,<0.0018,-9999,0.8,0.5,-9999,3.0,2.0,-9999,0,58440.335794886,5e-09,58440.33566826,5e-09,0.0016,0.0001,5.0,1.0,-9.0,2.0,800.2,400.2,534.8,368797.13,366618,0.411,0
FRB20181118C,-9999,FRB20180814A,65.5,0.2,-9999,73.6,0.3,-9999,136.46,16.58,40.0,20.0,-9999,44.0,8.0,-9999,10.3,187.6,42.5,6.7,182.0,31.0,17.8,190.17,0.04,102.4,81.8,0.00885,<0.0045,-9999,0.3,0.2,-9999,1.7,0.7,-9999,0,58440.364464051,8e-09,58440.36440703,1e-08,0.0038,0.0004,80.0,10.0,-170.0,20.0,570.7,453.4,508.7,572139.541,572730,0.387,0
FRB20181119B,-9999,-9999,299.4,0.1,-9999,31.1,0.1,-9999,67.76,1.09,15.0,3.0,-9999,-9999,-9999,-9999,49.9,608.2,0,35.0,0,63.0,150.9,609.101,0.005,166.8,108.3,0.02261,0.0166,0.0005,5.0,2.0,-9999,90.0,40.0,-9999,0,58441.003477988,2e-09,58441.003295341,3e-09,0.0033,0.0001,2.7,0.2,-4.6,0.2,800.2,400.2,536.4,1696803.688,1663481,0.406,0
FRB20181119E,-9999,-9999,16.4,0.2,-9999,60.5,0.2,-9999,124.65,-2.29,20.0,10.0,-9999,-9999,-9999,-9999,11.2,1169.5,0,1.1,0,2.8,11.3,1169.77,0.02,949.5,893.6,0.00295,<0.0018,-9999,0.7,0.4,-9999,2.0,1.0,-9999,0,58441.21924524,1e-08,58441.21889447,2e-08,0.0015,0.0002,0.0,2.0,-3.0,3.0,800.2,400.2,425.3,342226.402,342906,0.449,0
FRB20181119D,FRB121102,FRB20121102A,82.994575,4e-07,RA from Chaterjee et al. (2017),33.147941,4e-06,Dec from Chaterjee et al. (2017),174.88,-0.22,17.04,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,23.7,595.2,0,12.0,0,21.8,41.8,564.37,0.04,375.9,277.3,0.03637,<0.0069,-9999,0.5,0.3,-9999,13.0,5.0,-9999,0,58441.40187191,3e-08,58441.40170268,3e-08,0.005,0.001,60.0,20.0,-60.0,20.0,800.2,548.9,668.9,1288631.088,1285296,0.41,0
FRB20181119D,FRB121102,FRB20121102A,82.994575,4e-07,RA from Chaterjee et al. (2017),33.147941,4e-06,Dec from Chaterjee et al. (2017),174.88,-0.22,17.04,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,23.7,595.2,0,12.0,0,21.8,41.8,564.37,0.04,375.9,277.3,0.03637,<0.0069,-9999,0.5,0.3,-9999,13.0,5.0,-9999,1,58441.40187206,5e-08,58441.40170283,5e-08,0.01,0.003,70.0,10.0,-80.0,10.0,746.0,530.7,629.2,1288631.088,1285296,0.41,0
FRB20181119D,FRB121102,FRB20121102A,82.994575,4e-07,RA from Chaterjee et al. (2017),33.147941,4e-06,Dec from Chaterjee et al. (2017),174.88,-0.22,17.04,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,23.7,595.2,0,12.0,0,21.8,41.8,564.37,0.04,375.9,277.3,0.03637,<0.0069,-9999,0.5,0.3,-9999,13.0,5.0,-9999,2,58441.40187229,4e-08,58441.40170306,4e-08,0.008,0.003,70.0,20.0,-100.0,30.0,684.6,503.6,587.2,1288631.088,1285296,0.41,0
FRB20181119A,181119.J12+65,FRB20181119A,190.5,0.1,-9999,65.1,0.2,-9999,124.52,51.97,30.0,10.0,-9999,-9999,-9999,-9999,11.1,368.8,0,4.6,0,8.0,21.8,364.1,0.1,330.3,338.4,0.02064,<0.0084,-9999,0.3,0.2,-9999,4.0,1.0,-9999,0,58441.70073114,2e-08,58441.70062196,4e-08,0.0068,0.0008,58.0,8.0,-130.0,20.0,568.1,436.5,498.0,751466.109,751482,0.396,0
FRB20181119C,-9999,-9999,190.1,0.2,-9999,82.2,0.2,-9999,123.39,34.96,90.0,40.0,-9999,90.0,50.0,-9999,27,283.1,2.9,1.1,5.5,2.1,40.7,284.959,0.002,240.3,247.0,0.00098,<0.00048,-9999,3.0,1.0,-9999,3.0,2.0,-9999,0,58441.71283696,3e-09,58441.712751511,3e-09,0.00045,2e-05,-1.8,0.6,-6.0,1.0,657.7,400.2,400.2,187590.083,186042,0.402,0
FRB20181120B,-9999,FRB20180916B,29.5031258,6e-07,RA from Marcote et al. (2020),65.7167542,6e-07,Dec from Marcote et al. (2020),129.71,3.73,46.06,0,No error on exposure due to precise position. See Section 2.2.,-9999,-9999,-9999,13.4,351.0,0,6.9,0,27.5,22.1,349.74,0.05,150.8,24.9,0.00393,<0.0013,-9999,1.0,0.4,-9999,2.7,0.8,-9999,0,58442.247294232,9e-09,58442.24718936,2e-08,0.00116,9e-05,26.0,5.0,-26.0,5.0,800.2,486.0,653.5,321299.003,321018,0.484,0
FRB20181120C,-9999,FRB20180814A,65.5,0.2,-9999,73.6,0.3,-9999,136.46,16.58,40.0,20.0,-9999,44.0,8.0,-9999,10.6,190.9,42.5,6.7,182.0,31.0,15.1,191.7,0.3,103.9,83.3,0.00786,0.006,0.002,0.4,0.2,-9999,4.0,1.0,-9999,0,58442.35102095,6e-08,58442.3509635,1e-07,0.0025,0.0006,40.0,10.0,-40.0,10.0,800.2,537.0,692.9,766814.871,766073,0.508,0
FRB20181122A,-9999,-9999,60.0,0.2,-9999,55.5,0.2,-9999,147.51,1.89,20.0,10.0,-9999,-9999,-9999,-9999,12.2,661.6,0,1.2,0,2.2,14.9,662.82,0.02,466.7,364.1,0.00295,0.00018,6e-05,0.5,0.3,-9999,1.4,0.6,-9999,0,58444.327910982,3e-09,58444.327712225,5e-09,0.0007,0.0001,-5.0,2.0,1.0,3.0,661.4,400.2,400.2,386618.096,385465,0.381,0
FRB20181122B,-9999,-9999,281.1,0.2,-9999,85.02,0.09,-9999,117.34,27.17,110.0,70.0,-9999,100.0,70.0,-9999,64.9,224.8,3.5,1.9,6.4,3.5,122.9,225.7555,0.0007,171.4,174.7,0.00098,0.000139,6e-06,15.0,7.0,-9999,20.0,10.0,-9999,0,58444.4290527159,3e-10,58444.4289850198,3e-10,0.00025,1e-05,4.9,0.2,-13.3,0.4,729.1,400.2,480.7,201768.605,183913,0.409,0
