tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20190210E,-9999,-9999,313.7,0.3,-9999,86.7,0.3,-9999,119.77,25.39,200.0,100.0,-9999,200.0,100.0,-9999,9.5,580.7,3.4,2.1,5.9,3.7,15.5,580.58,0.01,522.7,524.2,0.00197,<0.0011,-9999,0.7,0.2,-9999,1.4,0.3,-9999,0,58524.84859669,2e-08,58524.84842259,2e-08,0.00096,9e-05,13.0,3.0,-41.0,9.0,599.4,400.2,472.2,417230.246,414042,0.335,0
FRB20190211A,-9999,-9999,67.1,0.2,-9999,68.6,0.2,-9999,140.63,13.59,30.0,20.0,-9999,-9999,-9999,-9999,20.2,1188.9,0,5.1,0,8.8,27.8,1188.256,0.004,1084.4,1050.5,0.00393,0.0033,0.0007,1.5,0.6,-9999,6.0,2.0,-9999,0,58525.128419262,3e-09,58525.128062946,3e-09,0.0004,0.0001,39.0,5.0,-39.0,5.0,800.2,515.0,656.0,669464.741,664841,0.288,0
FRB20190211B,-9999,-9999,299.6,0.2,-9999,61.4,0.2,-9999,94.41,16.1,20.0,10.0,-9999,-9999,-9999,-9999,12.7,260.4,0,1.2,0,2.1,18.4,260.7,0.0007,176.2,169.8,0.00098,0.00015,2e-05,0.3,0.1,-9999,1.3,0.4,-9999,0,58525.77622726,2e-08,58525.77614909,2e-08,<0.00010,-9999,1.0,1.0,-8.0,2.0,764.9,400.2,440.1,225099.745,223737,0.281,0
FRB20190212B,-9999,-9999,140.0,0.2,-9999,52.1,0.2,-9999,165.49,43.61,22.0,9.0,-9999,-9999,-9999,-9999,29,600.1,0,1.2,0,2.2,41.6,600.187,0.003,559.0,569.8,0.00295,0.0005,3e-05,1.6,0.8,-9999,4.0,2.0,-9999,0,58526.329156489,8e-09,58526.328976515,8e-09,0.00023,7e-05,-2.1,0.5,-4.0,1.0,702.0,400.2,400.2,419290.847,414041,0.335,0
FRB20190212C,-9999,-9999,172.6,0.2,-9999,28.14,0.05,-9999,205.0,72.02,12.0,5.0,-9999,-9999,-9999,-9999,12.2,1012.6,0,8.2,0,14.2,33.2,1016.45,0.03,994.1,997.9,0.02064,0.01,0.001,0.7,0.3,-9999,12.0,4.0,-9999,0,58526.42003101,2e-08,58526.41972621,2e-08,0.0044,0.0005,3.2,0.8,-7.0,1.0,800.2,400.2,498.1,1598185.709,1589609,0.271,0
FRB20190212D,-9999,-9999,178.8,0.2,-9999,66.7,0.3,-9999,131.41,49.47,30.0,20.0,-9999,-9999,-9999,-9999,9.7,1145.2,0,5.0,0,10.6,18.4,1139.76,0.03,1104.4,1113.0,0.02163,0.016,0.003,0.4,0.3,-9999,6.0,4.0,-9999,0,58526.44032986,3e-08,58526.43998808,3e-08,0.0011,0.0007,-4.0,1.0,0.0,2.0,681.6,400.2,400.2,1767432.098,1765625,0.291,0
FRB20190212A,190212.J18+81,FRB20190212A,276.1,0.2,-9999,81.4,0.2,-9999,113.3,27.8,60.0,40.0,-9999,110.0,20.0,-9999,9.9,300.9,10.4,4.5,24.8,9.9,15.7,301.78,0.03,248.9,253.0,0.0059,<0.0033,-9999,0.4,0.3,-9999,3.0,2.0,-9999,0,58526.678744,4e-06,58526.678653,4e-06,0.0028,0.0002,9.0,3.0,-29.0,7.0,618.2,400.2,466.3,427573.457,425594,0.316,0
FRB20190213A,190213.J02+20,FRB20190213A,31.7,0.2,-9999,20.1,0.3,-9999,146.06,-39.38,12.0,7.0,-9999,-9999,-9999,-9999,9.5,650.2,0,3.0,0,5.8,17.5,651.06,0.07,608.0,616.6,0.01475,0.0029,0.0004,0.4,0.3,-9999,2.0,1.0,-9999,0,58527.02947582,2e-08,58527.02928059,3e-08,0.0015,0.0005,5.0,3.0,-50.0,20.0,515.9,400.2,418.9,666038.794,666665,0.286,0
FRB20190213C,-9999,-9999,64.3,0.2,-9999,45,0.2,-9999,156.57,-4.02,20.0,10.0,-9999,-9999,-9999,-9999,9.9,357.5,0,1.1,0,2.1,11.5,357.063,0.006,181.1,120.3,0.00197,<0.00081,-9999,0.6,0.4,-9999,1.1,0.6,-9999,0,58527.11651018,3e-08,58527.11640311,3e-08,0.00065,8e-05,0.0,2.0,1.0,2.0,800.2,400.2,800.2,447850.544,447482,0.281,0
FRB20190213B,-9999,FRB20190212A,276.1,0.2,-9999,81.4,0.2,-9999,113.3,27.8,60.0,40.0,-9999,110.0,20.0,-9999,9.5,302.5,10.4,4.5,24.8,9.9,23.2,301.313,0.007,248.5,252.5,0.00295,0.0007,0.0002,0.9,0.5,-9999,4.0,2.0,-9999,0,58527.714962027,3e-09,58527.714871673,4e-09,0.0007,0.0001,60.0,10.0,-60.0,10.0,775.6,526.8,639.2,649199.645,647508,0.307,0
FRB20190213B,-9999,FRB20190212A,276.1,0.2,-9999,81.4,0.2,-9999,113.3,27.8,60.0,40.0,-9999,110.0,20.0,-9999,9.5,302.5,10.4,4.5,24.8,9.9,23.2,301.313,0.007,248.5,252.5,0.00295,0.0007,0.0002,0.9,0.5,-9999,4.0,2.0,-9999,1,58527.714962228,3e-09,58527.714871875,4e-09,0.0003,0.0002,70.0,10.0,-140.0,20.0,585.9,451.5,514.3,649199.645,647508,0.307,0
FRB20190213D,-9999,-9999,336.45,0.02,-9999,52.7,0.1,-9999,101.8,-4.08,22.0,9.0,-9999,-9999,-9999,-9999,18.7,1344.1,0,2.2,0,4.2,25,1346.848,0.002,1112.3,1097.9,0.00197,<0.00070,-9999,1.0,0.6,-9999,2.0,1.0,-9999,0,58527.87102844,2e-08,58527.87062457,2e-08,0.00063,4e-05,26.0,4.0,-25.0,4.0,800.2,496.6,671.4,419030.878,417690,0.329,0
FRB20190214A,-9999,-9999,96.1,0.2,-9999,66.2,0.2,-9999,148.5,22.03,30.0,20.0,-9999,-9999,-9999,-9999,11.4,498.2,0,12.4,0,21.2,16.7,497.7,0.1,427.9,421.2,0.02359,<0.017,-9999,0.5,0.2,-9999,9.0,2.0,-9999,0,58528.19776855,3e-08,58528.19761932,4e-08,0.014,0.001,0.0,1.0,0.0,2.0,800.2,400.2,800.2,1547720.87,1536410,0.295,0
FRB20190214C,-9999,-9999,218.87,0.04,-9999,19.4,0.2,-9999,20.45,64.93,13.0,7.0,-9999,-9999,-9999,-9999,15.5,533.8,0,4.3,0,7.8,24.4,533.11,0.02,511.0,510.9,0.00688,0.0011,0.0002,1.0,0.5,-9999,5.0,2.0,-9999,0,58528.53955059,2e-08,58528.53939073,2e-08,0.0017,0.0002,5.0,1.0,-17.0,3.0,671.7,400.2,463.1,436517.402,434105,0.303,0
FRB20190215B,-9999,-9999,335.0,0.1,-9999,45.3,0.2,-9999,97.0,-9.78,20.0,7.0,-9999,-9999,-9999,-9999,44.5,273.4,0,1.3,0,2.3,61.9,274.629,0.003,138.4,148.5,0.00197,<0.00092,-9999,2.0,1.0,-9999,6.0,3.0,-9999,0,58529.8625187983,5e-10,58529.862436447,1e-09,0.00086,3e-05,-1.3,0.3,-2.1,0.6,800.2,400.2,400.2,449923.001,444442,0.286,0
FRB20190216A,-9999,FRB20181017A,256.3,0.2,-9999,68.3,0.2,-9999,99.15,34.8,30.0,20.0,-9999,-9999,-9999,-9999,22.6,1268.1,0,30.6,0,53.2,77.3,1282.4,0.3,1239.5,1245.4,0.12288,0.023,0.001,0.9,0.4,-9999,50.0,10.0,-9999,0,58530.64372972,3e-08,58530.64334518,9e-08,0.021,0.001,20.4,0.8,-51.0,2.0,605.3,400.2,489.2,4231616.655,4216569,0.289,0
FRB20190217A,-9999,-9999,94.9,0.2,-9999,43.1,0.2,-9999,170.78,12.79,17.0,9.0,-9999,-9999,-9999,-9999,15.4,797.4,0,1.1,0,2.0,20.7,798.109,0.009,687.4,650.5,0.00786,0.0031,0.0007,0.3,0.1,-9999,1.2,0.4,-9999,0,58531.188864142,4e-09,58531.188624817,5e-09,0.0009,0.0002,3.0,1.0,-6.0,2.0,800.2,400.2,521.5,667833.483,670313,0.282,0
FRB20190217B,-9999,-9999,22.6,0.2,-9999,27.0,0.2,-9999,133.54,-35.12,13.0,8.0,-9999,-9999,-9999,-9999,10.8,847.6,0,4.9,0,8.9,16.7,846.21,0.01,800.4,809.2,0.02654,0.008,0.001,0.5,0.3,-9999,6.0,2.0,-9999,0,58531.985682807,6e-09,58531.985429058,8e-09,0.0007,0.0004,-3.0,1.0,1.0,2.0,800.2,400.2,400.2,992471.916,991033,0.363,0
FRB20190218A,-9999,-9999,184.1,0.2,-9999,56.4,0.2,-9999,132.7,60.04,20.0,10.0,-9999,-9999,-9999,-9999,13.7,1282.7,0,1.9,0,3.5,16.6,1285.13,0.01,1253.7,1262.4,0.00295,<0.0017,-9999,0.5,0.3,-9999,1.6,0.7,-9999,0,58532.430714165,3e-09,58532.4303288,4e-09,0.0014,0.0001,2.0,1.0,-4.0,2.0,800.2,400.2,483.6,448461.437,448698,0.279,0
FRB20190218B,-9999,-9999,268.7,0.2,-9999,17.9,0.3,-9999,43.24,20.34,12.0,7.0,-9999,-9999,-9999,-9999,11.1,549.9,0,8.8,0,14.9,19.8,547.87,0.05,466.3,482.5,0.01769,0.014,0.002,0.6,0.4,-9999,6.0,2.0,-9999,0,58532.66733997,1e-08,58532.66717568,2e-08,0.002,0.0008,46.0,7.0,-60.0,9.0,715.2,483.4,588.0,1779049.703,1775353,0.287,0
FRB20190218C,-9999,-9999,157.0,0.1,-9999,78.0,0.1,-9999,131.7,36.62,60.0,30.0,-9999,50.0,20.0,-9999,67.5,318.6,2.3,0.5,4.1,1.0,155.5,319.3239,0.0007,275.6,282.8,0.00098,0.000111,3e-06,20.0,10.0,-9999,30.0,20.0,-9999,0,58532.8473498222,4e-10,58532.8472540683,4e-10,0.00021,1e-05,3.1,0.2,-16.1,0.5,643.0,400.2,440.4,212632.236,191513,0.385,0
FRB20190219A,-9999,-9999,105.78,0.04,-9999,43.1,0.2,-9999,173.87,20.17,19.0,7.0,-9999,-9999,-9999,-9999,23,655.1,0,0.4,0,0.7,29.8,657.194,0.009,578.4,562.1,0.00393,<0.0017,-9999,0.3,0.09,-9999,1.0,0.2,-9999,0,58533.215590712,2e-09,58533.215393643,3e-09,0.00159,8e-05,-2.7,0.7,0.0,1.0,800.2,400.2,400.2,440703.501,439578,0.294,0
FRB20190219B,-9999,-9999,246.3,0.2,-9999,57.9,0.2,-9999,87.96,41.91,30.0,10.0,-9999,-9999,-9999,-9999,29.1,1675.7,0,8.7,0,14.5,42.8,1681.11,0.02,1643.4,1650.5,0.01081,0.016,0.001,1.1,0.4,-9999,14.0,3.0,-9999,0,58533.602108855,6e-09,58533.601604749,8e-09,0.0024,0.0003,6.0,1.0,-8.0,1.0,800.2,400.2,612.2,1891389.949,1885097,0.327,0
FRB20190219C,-9999,-9999,349.7,0.2,-9999,49.2,0.2,-9999,107.74,-10.91,20.0,10.0,-9999,-9999,-9999,-9999,9.1,805.5,0,3.5,0,6.5,12.4,806.69,0.02,682.6,684.6,0.00492,<0.0026,-9999,0.4,0.2,-9999,2.0,0.9,-9999,0,58533.8888423,6e-09,58533.888600403,8e-09,0.0021,0.0002,8.0,3.0,-10.0,3.0,800.2,400.2,613.5,408739.579,407962,0.345,0
FRB20190220A,-9999,-9999,237.2,0.2,-9999,74.2,0.3,-9999,108.97,37.76,40.0,20.0,-9999,30.0,20.0,-9999,10.3,215.1,4.1,0.6,8.7,1.3,17.6,216.12,0.01,175.2,181.7,0.00197,0.00024,5e-05,0.3,0.2,-9999,0.7,0.4,-9999,0,58534.5816624,5e-09,58534.581597593,6e-09,0.0005,0.0001,-3.0,1.0,-3.0,3.0,642.4,400.2,400.2,445643.623,443225,0.288,0
FRB20190221A,-9999,-9999,132.6,0.05,-9999,9.9,0.3,-9999,217.6,30.89,12.0,7.0,-9999,-9999,-9999,-9999,13.6,224.8,0,2.1,0,3.5,22.1,223.81,0.02,170.9,172.7,0.00295,0.00041,8e-05,1.2,0.4,-9999,2.3,0.3,-9999,0,58535.282989294,4e-09,58535.282922183,7e-09,0.001,0.0001,5.0,2.0,-24.0,5.0,606.5,400.2,444.8,407933.415,404921,0.35,0
FRB20190221B,-9999,-9999,286.8,0.2,-9999,27.9,0.2,-9999,59.62,9.17,12.0,7.0,-9999,-9999,-9999,-9999,13.7,394.7,0,4.8,0,8.2,15.3,393.12,0.04,227.6,240.0,0.00688,<0.0049,-9999,0.7,0.3,-9999,6.0,1.0,-9999,0,58535.710377346,9e-09,58535.71025946,2e-08,0.0039,0.0005,0.0,1.0,-2.0,2.0,800.2,400.2,400.2,665362.285,666666,0.286,0
FRB20190221C,-9999,-9999,316.2,0.2,-9999,54.7,0.2,-9999,93.9,5.14,20.0,10.0,-9999,-9999,-9999,-9999,19.3,2038.0,0,5.9,0,9.9,26.4,2042.3,0.01,1821.7,1669.6,0.01475,0.013,0.002,0.6,0.2,-9999,7.0,2.0,-9999,0,58535.792165443,8e-09,58535.79155303,9e-09,0.0012,0.0003,16.0,3.0,-16.0,3.0,800.2,454.9,664.9,1405823.298,1404473,0.355,0
FRB20190221D,-9999,-9999,24.8,0.2,-9999,60.9,0.2,-9999,128.71,-1.4,20.0,10.0,-9999,-9999,-9999,-9999,10,473.9,0,1.5,0,2.5,13,473.787,0.008,284.2,183.3,0.00197,<0.00095,-9999,0.7,0.2,-9999,1.1,0.2,-9999,0,58535.978568166,9e-09,58535.978426094,9e-09,0.00077,9e-05,0.0,2.0,-2.0,3.0,800.2,400.2,427.2,442040.925,443834,0.287,0
FRB20190222B,-9999,-9999,160.7,0.2,-9999,19.62,0.06,-9999,220.29,59.62,3.0,5.0,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,10,498.2,0,3.1,0,6.1,19.9,497.62,0.05,464.4,475.4,0.02163,0.005,0.001,0.4,0.3,-9999,4.0,2.0,-9999,0,58536.3573483,1e-08,58536.35719908,2e-08,0.0015,0.0005,-2.0,2.0,-10.0,4.0,593.5,400.2,400.2,894734.087,891321,0.284,0
FRB20190222C,-9999,-9999,239.18,0.04,-9999,40.0,0.2,-9999,63.82,49.81,17.0,8.0,-9999,-9999,-9999,-9999,16.2,522.5,0,0.8,0,1.3,29,524.007,0.007,494.5,497.8,0.00197,<0.00074,-9999,0.4,0.1,-9999,0.8,0.1,-9999,0,58536.573605306,4e-09,58536.573448175,5e-09,0.00068,3e-05,9.0,2.0,-54.0,9.0,536.4,400.2,436.3,449262.018,448090,0.28,0
FRB20190222A,190222.J2052+69,FRB20190222A,313.1,0.2,-9999,69.8,0.2,-9999,104.88,15.88,30.0,20.0,-9999,-9999,-9999,-9999,31.2,462.6,0,6.9,0,12.9,92.4,460.17,0.01,373.0,359.4,0.00885,0.0009,5e-05,1.7,0.9,-9999,12.0,6.0,-9999,0,58536.781960874,2e-09,58536.781822886,5e-09,0.00184,7e-05,39.0,1.0,-183.0,6.0,498.2,400.2,445.3,424328.618,417081,0.33,0
FRB20190222D,-9999,-9999,313.9,0.2,-9999,26.6,0.3,-9999,71.38,-11.92,12.0,8.0,-9999,-9999,-9999,-9999,9.4,894.5,0,1.4,0,2.5,12.6,895.298,0.005,779.7,806.6,0.00098,<0.00074,-9999,0.8,0.3,-9999,0.9,0.3,-9999,0,58536.782835193,9e-09,58536.782566725,9e-09,0.0006,7e-05,5.0,2.0,-6.0,3.0,800.2,400.2,583.6,441186.694,440794,0.292,0
FRB20190223A,-9999,-9999,64.7,0.3,-9999,87.7,0.3,-9999,124.98,25.66,300.0,100.0,-9999,300.0,100.0,-9999,13.2,389.8,2.3,1.7,4.7,3.5,20.5,389.24,0.01,331.1,332.5,0.00393,<0.00087,-9999,0.5,0.3,-9999,1.6,0.7,-9999,0,58537.150224617,6e-09,58537.150107899,7e-09,0.00076,5e-05,22.0,3.0,-100.0,10.0,516.5,400.2,444.8,383741.65,383642,0.384,0
FRB20190223B,-9999,-9999,311.6,0.2,-9999,60.6,0.2,-9999,96.92,10.76,20.0,10.0,-9999,-9999,-9999,-9999,9,535.4,0,1.5,0,2.5,12.5,536.514,0.005,411.8,371.8,0.00197,<0.00080,-9999,0.5,0.2,-9999,0.8,0.2,-9999,0,58537.77210566,1e-08,58537.77194478,1e-08,0.00065,7e-05,10.0,3.0,-10.0,4.0,800.2,400.2,638.6,445569.291,444442,0.286,0
FRB20190224A,-9999,-9999,60.5,0.2,-9999,83.4,0.3,-9999,128.22,22.58,100.0,60.0,-9999,100.0,50.0,-9999,11.7,821.7,15.1,6.6,28.2,12.2,28.6,818.4,0.09,752.9,749.5,0.01671,0.0058,0.0007,0.6,0.3,-9999,8.0,3.0,-9999,0,58538.09529474,1e-08,58538.09504933,3e-08,0.002,0.0005,3.0,2.0,-60.0,10.0,497.5,400.2,408.9,801208.626,800121,0.357,0
FRB20190224B,-9999,-9999,268.2,0.2,-9999,82.6,0.3,-9999,114.73,28.76,90.0,50.0,-9999,90.0,50.0,-9999,10,839.5,2.3,0.9,4.3,1.8,16.2,839.367,0.005,788.0,792.3,0.00197,<0.00075,-9999,2.0,2.0,-9999,4.0,3.0,-9999,0,58538.158837515,9e-09,58538.158585818,9e-09,0.00064,6e-05,2.0,1.0,-7.0,2.0,800.2,400.2,472.7,382751.887,380602,0.389,0
FRB20190224C,-9999,-9999,124.1,0.2,-9999,19.8,0.2,-9999,203.48,27.2,13.0,7.0,-9999,-9999,-9999,-9999,18.3,495.0,0,5.5,0,10.3,30.7,497.4,0.004,437.5,429.2,0.00786,0.0095,0.0008,1.4,0.7,-9999,8.0,4.0,-9999,0,58538.250431823,5e-09,58538.25028267,5e-09,0.0003,0.0001,8.0,2.0,-6.0,2.0,800.2,404.7,747.4,1085203.693,1082233,0.305,0
FRB20190224D,-9999,-9999,331.9,0.2,-9999,89.1,0.2,-9999,122.24,26.41,1000.0,300.0,-9999,900.0,200.0,-9999,29,752.1,4.0,2.8,7.0,5.0,41.9,752.952,0.002,696.7,698.9,0.00197,<0.00072,-9999,3.0,1.0,-9999,6.0,2.0,-9999,0,58538.323958193,3e-09,58538.32373241,3e-09,0.00067,2e-05,7.0,0.7,-12.0,1.0,800.2,400.2,531.6,400383.823,400058,0.357,0
FRB20190224E,-9999,-9999,183.04,0.03,-9999,61.5,0.1,-9999,131.07,54.96,30.0,10.0,-9999,-9999,-9999,-9999,46.5,435.1,0,1.1,0,1.7,71,435.861,0.001,402.8,411.4,0.00197,<0.00057,-9999,2.0,0.4,-9999,4.0,0.8,-9999,0,58538.417232855,2e-09,58538.417102156,2e-09,0.00055,1e-05,2.2,0.3,-8.6,0.7,762.2,400.2,454.9,442603.08,439578,0.294,0
FRB20190226A,-9999,-9999,58.8,0.1,-9999,31.9,0.2,-9999,162.45,-16.49,13.0,6.0,-9999,-9999,-9999,-9999,10.6,600.1,0,1.1,0,1.8,32.4,601.573,0.002,510.3,494.4,0.00098,<0.00049,-9999,1.5,0.4,-9999,1.4,0.4,-9999,0,58540.067062536,5e-09,58540.066882146,5e-09,0.00045,2e-05,2.2,0.7,-4.0,1.0,800.2,400.2,527.9,206740.034,204586,0.343,0
FRB20190226B,-9999,-9999,273.6,0.2,-9999,61.8,0.2,-9999,91.05,28.02,20.0,10.0,-9999,-9999,-9999,-9999,9.2,630.8,0,3.8,0,6.7,13.2,631.6,0.03,580.9,586.2,0.01868,<0.0049,-9999,0.4,0.2,-9999,2.4,0.7,-9999,0,58540.65834563,1e-08,58540.65815624,2e-08,0.004,0.0005,30.0,7.0,-39.0,9.0,745.3,459.4,585.2,679608.542,680346,0.271,0
FRB20190226C,-9999,-9999,17.5,0.2,-9999,26.76,0.06,-9999,128.01,-35.93,4.0,6.0,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999,-9999,-9999,10.6,826.5,0,1.2,0,2.3,15.9,827.77,0.02,783.3,792.2,0.00492,<0.0015,-9999,0.4,0.2,-9999,1.4,0.4,-9999,0,58540.94814174,1e-08,58540.94789352,1e-08,0.0013,0.0001,7.0,3.0,-40.0,10.0,548.3,400.2,433.3,443501.09,443834,0.287,0
FRB20190227A,-9999,-9999,108.4,0.1,-9999,56.3,0.2,-9999,160.53,25.29,28.0,6.0,-9999,-9999,-9999,-9999,63.4,393.1,0,3.3,0,5.3,112,394.039,0.001,330.6,327.8,0.00393,<0.0013,-9999,3.6,0.6,-9999,13.0,2.0,-9999,0,58541.196940689,2e-09,58541.196822531,2e-09,0.0013,2e-05,1.7,0.2,-2.1,0.3,800.2,400.2,599.9,477698.109,444442,0.286,0
FRB20190227B,-9999,-9999,220.5,0.2,-9999,39.8,0.08,-9999,68.95,63.82,14.0,9.0,-9999,-9999,-9999,-9999,9.4,331.6,0,1.0,0,1.6,15.9,331.229,0.003,307.3,309.0,0.00098,<0.00047,-9999,0.5,0.1,-9999,0.7,0.2,-9999,0,58541.50775333,1e-08,58541.507654,1e-08,0.0004,4e-05,0.0,1.0,-1.0,2.0,800.2,400.2,400.2,222697.198,221914,0.287,0
FRB20190228A,-9999,-9999,183.48,0.005,-9999,22.9,0.1,-9999,237.34,80.51,16.0,5.0,-9999,-9999,-9999,-9999,37.8,439.9,0,16.4,0,25.9,109.3,419.083,0.005,398.9,399.5,0.03047,0.0189,0.0008,1.8,0.3,-9999,36.0,5.0,-9999,0,58542.403488265,4e-09,58542.403362597,4e-09,0.0023,0.0001,53.0,2.0,-52.0,1.0,800.2,538.4,664.7,2258857.629,2240473,0.28,0
FRB20190228B,-9999,-9999,50.01,0.02,-9999,81.9,0.2,-9999,128.12,20.61,90.0,50.0,-9999,90.0,40.0,-9999,30.5,1125.8,13.8,5.3,24.7,9.8,60.6,1115.246,0.008,1043.9,1035.6,0.02359,0.0146,0.0009,5.0,3.0,-9999,70.0,30.0,-9999,0,58542.531064366,6e-09,58542.530729943,7e-09,0.001,0.0002,5.8,0.6,-14.5,0.9,729.1,400.2,489.5,1575936.106,1566201,0.371,0
FRB20190301B,-9999,-9999,69.5,0.2,-9999,74.1,0.3,-9999,136.85,17.71,40.0,20.0,-9999,30.0,20.0,-9999,9.3,619.5,5.5,0.8,10.8,1.5,14.9,621.33,0.02,538.5,521.9,0.00393,<0.0016,-9999,0.4,0.2,-9999,0.8,0.4,-9999,0,58543.08615686,1e-08,58543.08597054,2e-08,0.0013,0.0001,-1.0,2.0,-13.0,8.0,575.5,400.2,400.2,462299.822,460250,0.261,0
FRB20190301C,-9999,-9999,171.8,0.2,-9999,34.9,0.2,-9999,184.3,70.42,14.0,8.0,-9999,-9999,-9999,-9999,9.1,805.5,0,2.4,0,3.9,13.6,802.91,0.02,782.4,790.7,0.0118,0.008,0.002,0.3,0.2,-9999,2.3,0.5,-9999,0,58543.36761879,2e-08,58543.36737803,2e-08,0.0012,0.0005,-2.0,1.0,1.0,2.0,800.2,400.2,400.2,1179259.623,1176473,0.244,0
FRB20190301D,-9999,-9999,278.7,0.2,-9999,74.68,0.09,-9999,105.7,27.18,40.0,30.0,-9999,30.0,20.0,-9999,10.4,1159.7,9.6,1.4,15.1,2.5,16.3,1160.69,0.02,1107.6,1111.7,0.0059,0.00053,8e-05,0.4,0.1,-9999,1.5,0.2,-9999,0,58543.65941815,1e-08,58543.6590701,1e-08,<0.00036,-9999,4.0,3.0,-29.0,9.0,562.7,400.2,425.4,409150.518,408569,0.344,0
FRB20190301A,-9999,FRB20190222A,313.1,0.2,-9999,69.8,0.2,-9999,104.88,15.88,30.0,20.0,-9999,-9999,-9999,-9999,17.9,461.0,0,8.0,0,14.8,53.5,459.56,0.01,372.4,358.8,0.0059,0.0016,0.0003,1.8,0.7,-9999,9.0,3.0,-9999,0,58543.752111966,4e-09,58543.75197416,5e-09,0.0015,0.0001,69.0,4.0,-88.0,5.0,696.0,503.6,592.1,616152.983,610116,0.347,0
FRB20190301A,-9999,FRB20190222A,313.1,0.2,-9999,69.8,0.2,-9999,104.88,15.88,30.0,20.0,-9999,-9999,-9999,-9999,17.9,461.0,0,8.0,0,14.8,53.5,459.56,0.01,372.4,358.8,0.0059,0.0016,0.0003,1.8,0.7,-9999,9.0,3.0,-9999,1,58543.75211206,3e-08,58543.75197425,3e-08,0.0012,0.0005,70.0,30.0,-100.0,40.0,662.1,487.8,568.3,616152.983,610116,0.347,0
FRB20190302A,-9999,-9999,34.8,0.2,-9999,61.3,0.2,-9999,133.26,0.24,30.0,10.0,-9999,-9999,-9999,-9999,20.4,1009.3,0,15.6,0,27.9,48.7,1034.24,0.06,813.5,722.0,0.10617,0.09,0.006,0.6,0.3,-9999,30.0,10.0,-9999,0,58544.98412775,2e-08,58544.98381762,3e-08,0.007,0.001,-4.3,0.4,3.0,0.5,800.2,400.2,400.2,9092628.522,9070841,0.273,0
FRB20190303B,-9999,-9999,128.74,0.03,-9999,66.03,0.05,-9999,149.45,35.06,40.0,10.0,-9999,-9999,-9999,-9999,52.3,192.5,0,7.1,0,13.3,265.8,193.507,0.0007,146.4,153.4,0.00492,0.00157,2e-05,9.0,4.0,-9999,40.0,20.0,-9999,0,58545.2433449843,9e-10,58545.243286958,1e-09,0.00071,1e-05,-1.68,0.08,-2.6,0.1,786.7,400.2,400.2,525390.747,477881,0.232,0
FRB20190303C,-9999,-9999,173.2,0.2,-9999,26.3,0.2,-9999,211.1,72.48,13.0,7.0,-9999,-9999,-9999,-9999,15.6,1088.6,0,3.0,0,4.8,19.6,1089.66,0.01,1066.6,1070.5,0.0059,<0.0020,-9999,0.8,0.2,-9999,3.5,0.5,-9999,0,58545.36873353,1e-08,58545.36840678,1e-08,0.0018,0.0001,1.0,1.0,-2.0,2.0,800.2,400.2,449.8,460184.558,452954,0.272,0
FRB20190303D,-9999,-9999,179.6,0.2,-9999,70.8,0.3,-9999,129.13,45.64,30.0,20.0,-9999,35.0,9.0,-9999,9.8,710.1,14.5,1.5,29.4,3.1,11.2,711.15,0.01,674.1,682.3,0.00295,<0.0010,-9999,0.6,0.4,-9999,1.2,0.7,-9999,0,58545.39157111,2e-08,58545.39135786,2e-08,0.0008,0.0001,-1.0,2.0,-6.0,5.0,704.3,400.2,400.2,468396.617,469978,0.245,0
FRB20190303A,-9999,FRB20190303A,208.0,0.1,-9999,48.2,0.2,-9999,97.75,65.81,18,9.0,-9999,-9999,-9999,-9999,11.2,223.2,0,4.3,0,7.7,23.1,221.67,0.02,191.8,199.9,0.00393,0.003,0.0007,0.5,0.3,-9999,3.0,1.0,-9999,0,58545.46200053,1e-08,58545.46193406,1e-08,0.0017,0.0002,63.0,9.0,-70.0,10.0,757.7,526.3,631.5,392213.978,392153,0.37,0
FRB20190304A,-9999,-9999,124.51,0.04,-9999,74.6,0.2,-9999,139.8,31.79,40.0,30.0,-9999,40.0,10.0,-9999,22.3,483.6,10.8,1.8,18.5,3.2,48.1,483.73,0.01,433.9,439.2,0.00295,0.0009,5e-05,0.7,0.3,-9999,3.0,1.0,-9999,0,58546.227910341,5e-09,58546.227765288,6e-09,0.00041,9e-05,6.0,1.0,-67.0,7.0,504.7,400.2,419.4,394960.166,390329,0.373,0
